species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url,total_score,selection_status
Phaenonotum sp. SLE1380,Phaenonotum,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera,ingroup,GCA_033557805.1,ASM3355780v1,Contig,,28.7,10128,10128,2738,33.5,check,,NCBI,,PRJNA977672,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033557805.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033557805.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033557805.1.zip","datasets download genome accession GCA_033557805.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672,50.055236926732796,primary
Phaleria cadaverina,Phaleria,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_977013135.1,icPhaCada2.1,Chromosome,reference genome,367.34,5469000,22616628,185,27.0,yes,NCBI/RefSeq,NCBI,,PRJEB100766,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977013135.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977013135.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977013135.1.zip","datasets download genome accession GCA_977013135.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB100766,203.54427854782313,primary
Phanaeus vindex,Phanaeus,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_054832365.1,ASM5483236v1,Scaffold,reference genome,409.25,21796443,21796443,384,34.0,yes,NCBI/RefSeq,NCBI,,PRJNA1304933,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_054832365.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_054832365.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_054832365.1.zip","datasets download genome accession GCA_054832365.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1304933,163.3838562610399,primary
Philonthus cognatus,Philonthus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_932526585.2,icPhiCogn1.2,Chromosome,reference genome,1030.55,29486216,108863099,44,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB51381,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_932526585.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_932526585.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_932526585.2.zip","datasets download genome accession GCA_932526585.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51381,210.3688069319475,primary
Philonthus spinipes,Philonthus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_963082785.1,icPhiSpin1.1,Chromosome,reference genome,671.06,8244937,27346300,30,31.0,yes,NCBI/RefSeq,NCBI,,PRJEB64818,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963082785.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963082785.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963082785.1.zip","datasets download genome accession GCA_963082785.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB64818,204.3689857387656,primary
Philopedon plagiatum,Philopedon,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_963971165.1,icPhiPlag1.1,Chromosome,reference genome,1080.33,1795000,132169332,374,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB73466,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963971165.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963971165.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963971165.1.zip","datasets download genome accession GCA_963971165.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73466,211.21130695026426,primary
Phosphuga atrata,Phosphuga,Silphidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_944588485.1,icSilAtra2.1,Chromosome,reference genome,1199.98,2238738,74247030,589,36.0,yes,NCBI/RefSeq,NCBI,,PRJEB53719,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_944588485.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_944588485.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_944588485.1.zip","datasets download genome accession GCA_944588485.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB53719,208.70679085862528,primary
Photinus pyralis,Photinus,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCF_008802855.1,Ppyr1.3,Scaffold,reference genome,471.51,170308,47017841,2160,36.5,yes,NCBI/RefSeq,NCBI,,PRJNA378805,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_008802855.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_008802855.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_008802855.1.zip","datasets download genome accession GCF_008802855.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA378805,166.7226268299152,primary
Phratora vitellinae,Phratora,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_977071015.1,icPhrVite1.1,Chromosome,reference genome,565.07,5970765,33983073,48,36.0,yes,NCBI/RefSeq,NCBI,,PRJEB104225,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977071015.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977071015.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977071015.1.zip","datasets download genome accession GCA_977071015.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB104225,205.3126264841765,primary
Phrixothrix hirtus,Phrixothrix,Phengodidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_024586415.1,ASM2458641v1,Contig,reference genome,2897.72,2761,2761,2126083,32.5,yes,NCBI/RefSeq,NCBI,,PRJNA741915,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_024586415.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_024586415.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_024586415.1.zip","datasets download genome accession GCA_024586415.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA741915,84.41066406639263,primary
Phyllobius argentatus,Phyllobius,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_965654255.1,icPhyArge1.hap1.1,Chromosome,reference genome,977.77,5055939,84168171,243,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB94830,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965654255.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965654255.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965654255.1.zip","datasets download genome accession GCA_965654255.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB94830,209.25147889927024,primary
Phyllobius pyri,Phyllobius,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_980746795.1,icPhyPyri4.hap1.1,Chromosome,reference genome,748.11,31606165,73663449,38,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB108506,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_980746795.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_980746795.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_980746795.1.zip","datasets download genome accession GCA_980746795.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108506,208.67252049118423,primary
Phyllobius virideaeris,Phyllobius,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_965643005.1,icPhyViri1.hap2.1,Chromosome,reference genome,1178.12,6641151,104084948,386,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB93899,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965643005.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_965643005.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_965643005.1.zip","datasets download genome accession GCA_965643005.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB93899,210.17387929576,primary
Phyllotreta cruciferae,Phyllotreta,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_917563865.1,PGI_PHYECR_V1,Chromosome,reference genome,135.12,7248987,7733062,17,35.0,yes,NCBI/RefSeq,NCBI,,PRJEB47904,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_917563865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_917563865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_917563865.1.zip","datasets download genome accession GCA_917563865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB47904,198.8835149215787,primary
Phyllotreta striolata,Phyllotreta,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_918026865.1,PGI_PHYEVI_v3,Chromosome,reference genome,132.26,2676005,8716334,55,36.0,yes,NCBI/RefSeq,NCBI,,PRJEB47901,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_918026865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_918026865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_918026865.1.zip","datasets download genome accession GCA_918026865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB47901,199.40333863563404,primary
Pissodes strobi,Pissodes,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_016904865.1,GSC_weevil_1.0,Scaffold,reference genome,2025.02,24927,105159,144278,35.5,yes,NCBI/RefSeq,NCBI,,PRJNA588625,,,,,,,published_open,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_016904865.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_016904865.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_016904865.1.zip","datasets download genome accession GCA_016904865.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA588625,140.21846447569862,primary
Plagiodera versicolora,Plagiodera,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_037013635.1,ASM3701363v1,Chromosome,reference genome,233.27,10689844,13925967,32,35.5,yes,NCBI/RefSeq,NCBI,,PRJNA1045849,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_037013635.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_037013635.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_037013635.1.zip","datasets download genome accession GCA_037013635.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1045849,201.438253617045,primary
Platerodrilus igneus,Platerodrilus,Lycidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_036346225.1,kiz_Lpj_v1,Contig,reference genome,2714.43,5663757,5663757,1795,34.0,yes,NCBI/RefSeq,NCBI,,PRJNA884806,,,,,,,published_open,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346225.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_036346225.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_036346225.1.zip","datasets download genome accession GCA_036346225.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA884806,117.53104611944602,primary
Plateumaris germari,Plateumaris,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_050242995.1,icPlaGerm1_p1.1,Contig,reference genome,907.37,35378,35378,28599,34.0,yes,NCBI/RefSeq,NCBI,,PRJNA1153337,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050242995.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_050242995.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_050242995.1.zip","datasets download genome accession GCA_050242995.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1153337,95.48733277598153,primary
Platydracus latebricola,Platydracus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_978021435.1,icPlaLate1.hap1.1,Chromosome,reference genome,1396.24,3085000,96449528,2234,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB106586,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_978021435.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_978021435.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_978021435.1.zip","datasets download genome accession GCA_978021435.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB106586,209.84300106655934,primary
Platypus cylindrus,Platypus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_949748235.1,icPlaCyli4.1,Chromosome,reference genome,147.46,2446278,15234454,25,31.0,yes,NCBI/RefSeq,NCBI,,PRJEB60808,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_949748235.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_949748235.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_949748235.1.zip","datasets download genome accession GCA_949748235.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB60808,201.82826893804094,primary
Platyrhinus resinosus,Platyrhinus,Anthribidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_977061565.1,icPlaResi1.hap1.1,Chromosome,reference genome,764.04,5966951,77122923,278,37.0,yes,NCBI/RefSeq,NCBI,,PRJEB102770,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977061565.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977061565.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977061565.1.zip","datasets download genome accession GCA_977061565.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB102770,208.87183481199676,primary
Platystomos albinus,Platystomos,Anthribidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_964106875.1,icPlaAlbi1.hap1.1,Chromosome,reference genome,555.31,4331580,69355648,11,36.5,yes,NCBI/RefSeq,NCBI,,PRJEB76113,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964106875.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_964106875.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_964106875.1.zip","datasets download genome accession GCA_964106875.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB76113,208.41081833763377,primary
Platyusa sonomae,Platyusa,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_027576655.1,ASM2757665v1,Scaffold,reference genome,229.68,6614,6817,106705,37.0,yes,NCBI/RefSeq,NCBI,,PRJNA397579,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027576655.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_027576655.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_027576655.1.zip","datasets download genome accession GCA_027576655.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA397579,128.33593293998456,primary
Podabrus alpinus,Podabrus,Cantharidae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_932274525.1,icPodAlpi1.1,Chromosome,reference genome,777.24,9879682,103283173,243,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB51187,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_932274525.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_932274525.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_932274525.1.zip","datasets download genome accession GCA_932274525.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51187,210.1402957158237,primary
Podagrica fuscicornis,Podagrica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_980253055.1,icPodFusc4.1,Chromosome,reference genome,1948.97,2265000,110818420,217,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB108297,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_980253055.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_980253055.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_980253055.1.zip","datasets download genome accession GCA_980253055.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB108297,210.4461195388946,primary
Poecilus cupreus,Poecilus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_963942605.1,icPoeCupr1.1,Chromosome,reference genome,748.48,4481000,28467149,2817,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB72471,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963942605.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963942605.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963942605.1.zip","datasets download genome accession GCA_963942605.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72471,204.543439745032,primary
Pogonocherus hispidulus,Pogonocherus,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_963924545.1,icPogHisp1.1,Chromosome,reference genome,704.44,8036892,68278649,25,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB72078,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963924545.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963924545.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963924545.1.zip","datasets download genome accession GCA_963924545.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB72078,208.34284919331247,primary
Pogonus chalceus,Pogonus,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_002278615.1,Pchal_1.0,Chromosome,reference genome,280.88,5623,66402,29168,26.5,yes,NCBI/RefSeq,NCBI,,PRJNA381601,,,,,,,published_open,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002278615.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_002278615.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_002278615.1.zip","datasets download genome accession GCA_002278615.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA381601,178.2218116033011,primary
Polydrusus cervinus,Polydrusus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_935413205.1,icPolCerv1.1,Chromosome,reference genome,713.36,19113408,72832772,14,33.0,yes,NCBI/RefSeq,NCBI,,PRJEB51933,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_935413205.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_935413205.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_935413205.1.zip","datasets download genome accession GCA_935413205.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB51933,208.6232683942556,primary
Polydrusus impressifrons,Polydrusus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_977013515.1,icPolImpr1.hap1.1,Chromosome,reference genome,567.1,23749401,51561373,19,32.0,yes,NCBI/RefSeq,NCBI,,PRJEB100632,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_977013515.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_977013515.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_977013515.1.zip","datasets download genome accession GCA_977013515.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB100632,207.1232447342893,primary
Polydrusus pterygomalis,Polydrusus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_963969555.1,icPolPter2.1,Chromosome,reference genome,1051.55,23161000,123839857,29,32.5,yes,NCBI/RefSeq,NCBI,,PRJEB73302,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963969555.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963969555.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963969555.1.zip","datasets download genome accession GCA_963969555.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB73302,210.92860441851843,primary
Polydrusus tereticollis,Polydrusus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_963920685.1,icPolTere2.1,Chromosome,reference genome,1396.11,4992693,146058287,57,34.0,yes,NCBI/RefSeq,NCBI,,PRJEB71550,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963920685.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963920685.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963920685.1.zip","datasets download genome accession GCA_963920685.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB71550,211.64526202845138,primary
