species_name,genus,family,superfamily,suborder,order,role,assembly_accession,assembly_name,assembly_level,refseq_category,genome_size_mb,contig_N50,scaffold_N50,number_of_scaffolds,gc_percent,gene_annotation_available,annotation_source,primary_source,secondary_source,ncbi_bioproject,ncbi_biosample,submission_date,publication_doi,publication_year,pubmed_id,citation_short,restriction_status,restriction_notes,data_generating_consortium,include_recommended,conflict_flag,notes,ncbi_assembly_url,ncbi_download_url,ncbi_datasets_command,bioproject_url
Tachinus sp. AB-2021,Tachinus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264575.1,Caltech_Tac_1.0,Scaffold,,580.27,4129,4454,166487,30,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264575.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264575.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264575.1.zip","datasets download genome accession GCA_030264575.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Oxypoda opaca,Oxypoda,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_027576775.1,ASM2757677v1,Scaffold,,171.54,3067,9207,183046,39,check,,NCBI,,PRJNA361304,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027576775.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_027576775.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_027576775.1.zip","datasets download genome accession GCA_027576775.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA361304
Leptinotarsa juncta,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_015342165.1,ASM1534216v1,Scaffold,,523.98,2839,2922,254415,34,check,,NCBI,,PRJNA580490,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342165.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_015342165.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_015342165.1.zip","datasets download genome accession GCA_015342165.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA580490
Sepedophilus sp. GC000190,Sepedophilus,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264515.1,Caltech_Sep_1.0,Scaffold,,757.29,2480,2587,324950,31.5,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264515.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264515.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264515.1.zip","datasets download genome accession GCA_030264515.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Oligota sp. GC000189,Oligota,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera,ingroup,GCA_030264595.1,Caltech_Oli_1.0,Scaffold,,159.71,1743,4087,51437,32.5,check,,NCBI,,PRJNA764224,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030264595.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_030264595.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_030264595.1.zip","datasets download genome accession GCA_030264595.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA764224
Sarophorus costatus,Sarophorus,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_032191615.1,ASM3219161v1,Contig,,198.07,896,896,310681,36,check,,NCBI,,PRJNA977672,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032191615.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_032191615.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_032191615.1.zip","datasets download genome accession GCA_032191615.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672
Helictopleurus sicardi,Helictopleurus,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_033557145.1,ASM3355714v1,Contig,,6.1,408,408,15094,44,check,,NCBI,,PRJNA977672,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_033557145.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_033557145.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_033557145.1.zip","datasets download genome accession GCA_033557145.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672
Nanos sp. ST009,Nanos,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_032191585.1,ASM3219158v1,Contig,,69.25,277,277,241797,36,check,,NCBI,,PRJNA977672,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032191585.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_032191585.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_032191585.1.zip","datasets download genome accession GCA_032191585.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA977672
Tribolium castaneum,Tribolium,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCA_000002335.3,Tcas5.2,Chromosome,,165.93,73049,4456720,7058,34,check,,NCBI,,PRJNA12540,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000002335.3/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000002335.3/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_000002335.3.zip","datasets download genome accession GCA_000002335.3 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA12540
Tribolium castaneum,Tribolium,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera,ingroup,GCF_000002335.3,Tcas5.2,Chromosome,,165.93,73049,4456720,7058,34,check,,NCBI,,PRJNA12540,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000002335.3/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000002335.3/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_000002335.3.zip","datasets download genome accession GCF_000002335.3 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA12540
Leptinotarsa decemlineata,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_000500325.2,Ldec_2.0,Scaffold,,641.99,46596,139046,45556,35.5,check,,NCBI,,PRJNA171749,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000500325.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000500325.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_000500325.2.zip","datasets download genome accession GCA_000500325.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171749
Leptinotarsa decemlineata,Leptinotarsa,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCF_000500325.1,Ldec_2.0,Scaffold,,641.99,46596,139046,45556,35.5,check,,NCBI,,PRJNA171749,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000500325.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000500325.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_000500325.1.zip","datasets download genome accession GCF_000500325.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA171749
Harmonia axyridis,Harmonia,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_009805905.1,ASM980590v1,Scaffold,,10.44,30732,211403,95,35,check,,NCBI,,PRJNA437351,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009805905.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_009805905.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_009805905.1.zip","datasets download genome accession GCA_009805905.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA437351
Dendroctonus ponderosae,Dendroctonus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_000355655.1,DendPond_male_1.0,Scaffold,,252.85,7451,628732,59583,36,check,,NCBI,,PRJNA162621,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000355655.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000355655.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_000355655.1.zip","datasets download genome accession GCA_000355655.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA162621
Dendroctonus ponderosae,Dendroctonus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCF_000355655.1,DendPond_male_1.0,Scaffold,,252.85,7451,628732,59583,36,check,,NCBI,,PRJNA162621,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000355655.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000355655.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_000355655.1.zip","datasets download genome accession GCF_000355655.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA162621
Diabrotica virgifera virgifera,Diabrotica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCA_003013835.2,Dvir_v2.0,Scaffold,,2418.07,6238,489108,585680,33,check,,NCBI,,PRJNA432972,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_003013835.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_003013835.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_003013835.2.zip","datasets download genome accession GCA_003013835.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432972
Diabrotica virgifera virgifera,Diabrotica,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera,ingroup,GCF_003013835.1,Dvir_v2.0,Scaffold,,2418.07,6238,489108,585680,33,check,,NCBI,,PRJNA432972,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_003013835.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_003013835.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_003013835.1.zip","datasets download genome accession GCF_003013835.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA432972
Onthophagus taurus,Onthophagus,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_000648695.2,Otau_2.0,Scaffold,,267.08,101202,337157,10620,33,check,,NCBI,,PRJNA167478,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000648695.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000648695.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_000648695.2.zip","datasets download genome accession GCA_000648695.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167478
Onthophagus taurus,Onthophagus,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCF_000648695.1,Otau_2.0,Scaffold,,267.08,101202,337157,10620,33,check,,NCBI,,PRJNA167478,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_000648695.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_000648695.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_000648695.1.zip","datasets download genome accession GCF_000648695.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA167478
Aethina tumida,Aethina,Nitidulidae,Cucujoidea,Polyphaga,Coleoptera,ingroup,GCA_001937115.1,Atum_1.0,Contig,,234.34,298879,298879,3063,30,check,,NCBI,,PRJNA256171,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001937115.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_001937115.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_001937115.1.zip","datasets download genome accession GCA_001937115.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA256171
Aethina tumida,Aethina,Nitidulidae,Cucujoidea,Polyphaga,Coleoptera,ingroup,GCF_001937115.1,Atum_1.0,Contig,,234.34,298879,298879,3063,30,check,,NCBI,,PRJNA256171,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_001937115.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCF_001937115.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCF_001937115.1.zip","datasets download genome accession GCF_001937115.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA256171
Oryctes rhinoceros,Oryctes,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_019329825.1,Orh_CPCRI_v1,Scaffold,,372.39,8606,5428920,25242,36,check,,NCBI,,PRJNA724335,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019329825.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_019329825.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_019329825.1.zip","datasets download genome accession GCA_019329825.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA724335
Oryctes rhinoceros,Oryctes,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_026770135.1,ASM2677013v1,Scaffold,,374.84,5754,5859,94832,52.5,check,,NCBI,,PRJNA851956,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026770135.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026770135.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_026770135.1.zip","datasets download genome accession GCA_026770135.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA851956
Oryctes rhinoceros,Oryctes,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_026770175.1,ASM2677017v1,Scaffold,,335.25,5296,5512,100486,47.5,check,,NCBI,,PRJNA851956,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026770175.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026770175.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_026770175.1.zip","datasets download genome accession GCA_026770175.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA851956
Oryctes rhinoceros,Oryctes,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera,ingroup,GCA_026770155.1,ASM2677015v1,Scaffold,,367.07,5293,5642,107570,52,check,,NCBI,,PRJNA851956,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026770155.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_026770155.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_026770155.1.zip","datasets download genome accession GCA_026770155.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA851956
Propylea japonica,Propylea,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera,ingroup,GCA_018239625.1,SRR10076377,Contig,,730.97,610,610,1463980,35.5,check,,NCBI,,PRJNA606954,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018239625.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_018239625.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_018239625.1.zip","datasets download genome accession GCA_018239625.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA606954
Lamprigera yunnana,Lamprigera,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_013368075.1,ASM1336807v1,Contig,,1052.93,3509824,3509824,2684,34,check,,NCBI,,PRJNA556754,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_013368075.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_013368075.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_013368075.1.zip","datasets download genome accession GCA_013368075.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA556754
Abscondita terminalis,Abscondita,Lampyridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_013368085.1,Ate,Scaffold,,499.65,1220005,1220005,3187,31.5,check,,NCBI,,PRJNA556938,,,,,,,to_verify,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_013368085.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_013368085.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_013368085.1.zip","datasets download genome accession GCA_013368085.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA556938
Agriotes lineatus,Agriotes,Elateridae,Elateroidea,Polyphaga,Coleoptera,ingroup,GCA_040955275.2,icAgrLine4_a1.2,Scaffold,,845.5,306820,740691,2291,36,check,,NCBI,,PRJNA1117928,,,,,,,to_verify,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040955275.2/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_040955275.2/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_040955275.2.zip","datasets download genome accession GCA_040955275.2 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1117928
Otiorhynchus rugosostriatus,Otiorhynchus,Curculionidae,Curculionoidea,Polyphaga,Coleoptera,ingroup,GCA_982191845.1,icOtiRugo1.hap2.1,Scaffold,,351.86,12945056,13515860,52,38,check,,NCBI,,PRJEB109072,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_982191845.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_982191845.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_982191845.1.zip","datasets download genome accession GCA_982191845.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB109072
Priacma serrata,Priacma,Cupedidae,,Archostemata,Coleoptera,ingroup,GCA_000281835.1,ASM28183v1,Contig,,12.08,4805,4805,2934,36,check,,NCBI,,PRJNA74387,,,,,,,to_verify,,,no,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000281835.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_000281835.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_000281835.1.zip","datasets download genome accession GCA_000281835.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA74387
Agonum gracile,Agonum,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_982290455.1,icAgoGrac1.hap2.1,Scaffold,,624.25,14908039,33440588,1221,31.5,check,,NCBI,,PRJEB109969,,,,,,,check_ebp_dtol,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_982290455.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_982290455.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_982290455.1.zip","datasets download genome accession GCA_982290455.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB109969
Agonum gracile,Agonum,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_982290465.1,icAgoGrac1.hap1.1,Chromosome,reference genome,646.97,15338390,33389852,705,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB109968,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_982290465.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_982290465.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_982290465.1.zip","datasets download genome accession GCA_982290465.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB109968
Scarites abbreviatus,Scarites,Carabidae,Caraboidea,Adephaga,Coleoptera,ingroup,GCA_982297035.1,icScaAbbr5-hap2.1,Chromosome,reference genome,888.53,12803616,32677719,206,31.5,yes,NCBI/RefSeq,NCBI,,PRJEB110036,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_982297035.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_982297035.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_982297035.1.zip","datasets download genome accession GCA_982297035.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB110036
Xanthostigma xanthostigma,Xanthostigma,Raphidiidae,,,Raphidioptera,outgroup,GCA_963575645.1,irXanXant1.1,Chromosome,reference genome,623.31,18004000,53129619,28,33.5,yes,NCBI/RefSeq,NCBI,,PRJEB67825,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963575645.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_963575645.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_963575645.1.zip","datasets download genome accession GCA_963575645.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJEB67825
Mongoloraphidia duomilia,Mongoloraphidia,Raphidiidae,,,Raphidioptera,outgroup,GCA_039654895.1,ASM3965489v1,Chromosome,reference genome,648.14,4448052,53499616,374,33.5,yes,NCBI/RefSeq,NCBI,,PRJNA1104565,,,,,,,published_open,,,yes,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039654895.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_039654895.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_039654895.1.zip","datasets download genome accession GCA_039654895.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1104565
Venustoraphidia nigricollis,Venustoraphidia,Raphidiidae,,,Raphidioptera,outgroup,GCA_034508555.1,Vnig_TBG3334_EichkAsp,Contig,reference genome,669.16,4941799,4941799,1486,34,yes,NCBI/RefSeq,NCBI,,PRJNA996517,,,,,,,published_open,,,conditional,,,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034508555.1/,"https://api.ncbi.nlm.nih.gov/datasets/v2/genome/accession/GCA_034508555.1/download?include_annotation_type=GENOME_FASTA,GENOME_GFF,RNA_FASTA,PROT_FASTA&filename=GCA_034508555.1.zip","datasets download genome accession GCA_034508555.1 --include gff3,rna,protein,genome",https://www.ncbi.nlm.nih.gov/bioproject/PRJNA996517
