organism,taxid,family,suborder,project,assembly_name,status,goat_sequencing_status,accession,wgs_accession,assembly_span_mb,contig_n50,assembly_level,goat_assembly_id,record_type,in_tob_inventory
Onthophagus taurus,166361,Scarabaeidae,Polyphaga,unknown,Otau_2.0,Scaffold,published,GCA_000648695.2,JHOM02,267.08,101202,Scaffold,GCA_000648695.2,assembly,yes
Nicrophorus vespilloides,110193,Silphidae,Polyphaga,unknown,Nicve_v1.0,Scaffold,published,GCA_001412225.1,LJCH01,195.27,67958,Scaffold,GCA_001412225.1,assembly,yes
Oryctes borbonicus,1629725,Scarabaeidae,Polyphaga,unknown,ASM144370v1,Contig,published,GCA_001443705.1,LJIG01,423.77,33367,Contig,GCA_001443705.1,assembly,yes
Aethina tumida,116153,Nitidulidae,Polyphaga,unknown,Atum_1.0,Contig,published,GCA_001937115.1,MRBJ01,234.34,298879,Contig,GCA_001937115.1,assembly,yes
Aleochara bilineata,135921,Staphylinidae,Polyphaga,unknown,ASM305499v1,Scaffold,published,GCA_003054995.1,NBZA01,85.9,12135,Scaffold,GCA_003054995.1,assembly,yes
Pogonus chalceus,235516,Carabidae,Adephaga,unknown,Pchal_1.0,Chromosome,published,GCA_002278615.1,NEEE01,280.88,5623,Chromosome,GCA_002278615.1,assembly,yes
Sitophilus oryzae,7048,Curculionidae,Polyphaga,unknown,Soryzae_2.0,Scaffold,published,GCA_002938485.2,PPTJ02,770.55,1039787,Scaffold,GCA_002938485.2,assembly,yes
Diabrotica virgifera virgifera,50390,Chrysomelidae,Polyphaga,unknown,Dvir_v2.0,Scaffold,published,GCA_003013835.2,PXJM02,2418.07,6238,Scaffold,GCA_003013835.2,assembly,yes
Asbolus verrucosus,1661398,Tenebrionidae,Polyphaga,unknown,BDFB_1.0,Scaffold,published,GCA_004193795.1,QDEB01,249.61,4550,Scaffold,GCA_004193795.1,assembly,yes
Protaetia brevitarsis,348688,Scarabaeidae,Polyphaga,unknown,ASM414364v1,Scaffold,published,GCA_004143645.1,RXPK01,1143.9,318221,Scaffold,GCA_004143645.1,assembly,yes
Popillia japonica,7064,Scarabaeidae,Polyphaga,unknown,GSC_JBeet_1.0,Scaffold,published,GCA_004785975.1,SMLS01,531.53,13656,Scaffold,GCA_004785975.1,assembly,yes
Oryzaephilus surinamensis,41112,Silvanidae,Polyphaga,unknown,ASM479650v1,Scaffold,published,GCA_004796505.1,SSSI01,104.01,19466,Scaffold,GCA_004796505.1,assembly,yes
Photinus pyralis,7054,Lampyridae,Polyphaga,unknown,Ppyr1.3,Scaffold,published,GCA_008802855.1,VVIM01,471.51,170308,Scaffold,GCA_008802855.1,assembly,yes
Leptinotarsa peninsularis,2663494,Chrysomelidae,Polyphaga,unknown,ASM1534220v1,Scaffold,published,GCA_015342205.1,WOGI01,558.7,3521,Scaffold,GCA_015342205.1,assembly,yes
Leptinotarsa juncta,216192,Chrysomelidae,Polyphaga,unknown,ASM1534218v1,Scaffold,published,GCA_015342185.1,WOGJ01,578.21,2814,Scaffold,GCA_015342185.1,assembly,yes
Leptinotarsa rubiginosa,2663495,Chrysomelidae,Polyphaga,unknown,ASM1534214v1,Scaffold,published,GCA_015342145.1,WOGL01,566.67,2836,Scaffold,GCA_015342145.1,assembly,yes
Leptinotarsa haldemani,380266,Chrysomelidae,Polyphaga,unknown,ASM1534212v1,Scaffold,published,GCA_015342125.1,WOGM01,549.18,2472,Scaffold,GCA_015342125.1,assembly,yes
Leptinotarsa texana,937810,Chrysomelidae,Polyphaga,unknown,ASM1534210v1,Scaffold,published,GCA_015342105.1,WOGN01,640.41,5536,Scaffold,GCA_015342105.1,assembly,yes
Leptinotarsa defecta,2663496,Chrysomelidae,Polyphaga,unknown,ASM1534208v1,Scaffold,published,GCA_015342085.1,WOGO01,623.39,5300,Scaffold,GCA_015342085.1,assembly,yes
Leptinotarsa tumamoca,2663498,Chrysomelidae,Polyphaga,unknown,ASM1534202v1,Scaffold,published,GCA_015342025.1,WOGQ01,578.68,3871,Scaffold,GCA_015342025.1,assembly,yes
Leptinotarsa lineolata,2663499,Chrysomelidae,Polyphaga,unknown,ASM1534204v1,Scaffold,published,GCA_015342045.1,WOGR01,647.43,6286,Scaffold,GCA_015342045.1,assembly,yes
Adalia decempunctata,115343,Coccinellidae,Polyphaga,DToL,icAdaDece3.1,Chromosome,published,GCA_951802165.1,CATOPV01,489.43,26378788,Chromosome,GCA_951802165.1,assembly,yes
Agrilus cyanescens,1586972,Buprestidae,Polyphaga,DToL,icAgrCyan1.1,Chromosome,published,GCA_947389935.1,,292.34,5283000,Chromosome,GCA_947389935.1,assembly,yes
Anaspis maculata,295995,Scraptiidae,Polyphaga,DToL,icAnaMacu3.1,Chromosome,published,GCA_949128115.1,CASBRS01,757.83,6778000,Chromosome,GCA_949128115.1,assembly,yes
Brachypterus glaber,442081,Kateretidae,Polyphaga,DToL,icBraGlab1.1,Chromosome,published,GCA_958510825.1,CAUEHQ01,648.27,212382,Chromosome,GCA_958510825.1,assembly,yes
Cantharis nigra,1553174,Cantharidae,Polyphaga,DToL,icCanNigr2.1,Chromosome,published,GCA_958510845.1,CAUEHM01,397.8,10907000,Chromosome,GCA_958510845.1,assembly,yes
Chrysolina americana,75506,Chrysomelidae,Polyphaga,DToL,icChrAmer1.1,Chromosome,published,GCA_958502065.1,CAUEHH01,980.57,4093593,Chromosome,GCA_958502065.1,assembly,yes
Chrysolina haemoptera,75519,Chrysomelidae,Polyphaga,DToL,icChrHaem1.1,Chromosome,published,GCA_958298965.1,CATQJC01,718.3,2238999,Chromosome,GCA_958298965.1,assembly,yes
Crepidodera aurea,346762,Chrysomelidae,Polyphaga,DToL,icCreAure2.2,Chromosome,published,GCA_949320105.2,CASGHU02,508.96,4358255,Chromosome,GCA_949320105.2,assembly,yes
Crioceris asparagi,131627,Chrysomelidae,Polyphaga,DToL,icCriAspa1.1,Chromosome,published,GCA_958507055.1,CAUEHI01,639.28,5465325,Chromosome,GCA_958507055.1,assembly,yes
Ctenicera cuprea,1132042,Elateridae,Polyphaga,DToL,icCteCupr1.1,Chromosome,published,GCA_958336395.1,CATVIB01,647.67,2792496,Chromosome,GCA_958336395.1,assembly,yes
Dascillus cervinus,285223,Dascillidae,Polyphaga,DToL,icDasCerv2.1,Chromosome,published,GCA_949768715.1,CATKOX01,282.73,8885058,Chromosome,GCA_949768715.1,assembly,yes
Dorcus parallelipipedus,41107,Lucanidae,Polyphaga,DToL,icDorPara1.1,Chromosome,published,GCA_958336345.1,CATVHZ01,470.88,1432485,Chromosome,GCA_958336345.1,assembly,yes
Endomychus coccineus,295833,Endomychidae,Polyphaga,DToL,icEndCocc1.1,Chromosome,published,GCA_958510875.1,CAUEHT01,906.43,2494558,Chromosome,GCA_958510875.1,assembly,yes
Geotrupes spiniger,295525,Geotrupidae,Polyphaga,DToL,icGeoSpin1.1,Chromosome,published,GCA_959613385.1,CAUIJQ01,580.57,7348763,Chromosome,GCA_959613385.1,assembly,yes
Harpalus rufipes,247442,Carabidae,Adephaga,DToL,icHarRufp1.1,Chromosome,published,GCA_951394225.1,CATOBP01,890.54,8784621,Chromosome,GCA_951394225.1,assembly,yes
Hermaeophaga mercurialis,347362,Chrysomelidae,Polyphaga,DToL,icHerMerc2.1,Chromosome,published,GCA_951812935.1,CATOTN01,479.39,1363883,Chromosome,GCA_951812935.1,assembly,yes
Malthinus flaveolus,195224,Cantharidae,Polyphaga,DToL,icMalFlav1.1,Chromosome,published,GCA_950108345.1,CATNND01,236.7,3462109,Chromosome,GCA_950108345.1,assembly,yes
Myrrha octodecimguttata,703265,Coccinellidae,Polyphaga,DToL,icMyrOcto1.1,Chromosome,published,GCA_958510865.1,CAUEHS01,769.89,9660000,Chromosome,GCA_958510865.1,assembly,yes
Orchestes rusci,878341,Curculionidae,Polyphaga,DToL,icOrcRusc1.1,Chromosome,published,GCA_958502075.1,CAUEHF01,624.02,1248716,Chromosome,GCA_958502075.1,assembly,yes
Othius punctulatus,347424,Staphylinidae,Polyphaga,DToL,icOthPunc1.1,Chromosome,published,GCA_951805005.1,CATORJ01,870.45,7685560,Chromosome,GCA_951805005.1,assembly,yes
Platypus cylindrus,298138,Curculionidae,Polyphaga,DToL,icPlaCyli4.1,Chromosome,published,GCA_949748235.1,CATIYE01,147.46,2446278,Chromosome,GCA_949748235.1,assembly,yes
Rhagonycha lutea,1553715,Cantharidae,Polyphaga,DToL,icRhaLute1.1,Chromosome,published,GCA_958510855.1,CAUEHO01,479.84,7455203,Chromosome,GCA_958510855.1,assembly,yes
Salpingus planirostris,577144,Salpingidae,Polyphaga,DToL,icSalPlan1.1,Chromosome,published,GCA_949788335.1,CATKUT01,127.53,2186765,Chromosome,GCA_949788335.1,assembly,yes
Schizotus pectinicornis,351686,Pyrochroidae,Polyphaga,DToL,icSchPect1.1,Chromosome,published,GCA_951805265.1,CATORM01,181.12,3604651,Chromosome,GCA_951805265.1,assembly,yes
Taphrorychus bicolor,105251,Curculionidae,Polyphaga,DToL,icTapBico1.1,Chromosome,published,GCA_951812265.1,CATOSE01,575.23,1227000,Chromosome,GCA_951812265.1,assembly,yes
Dytiscus marginalis,398601,Dytiscidae,Adephaga,unknown,,sample_collected,sample_collected,,,1020.11,0,,,in_pipeline,no
Scarodytes halensis,156970,Dytiscidae,Adephaga,unknown,,sample_collected,sample_collected,,,1020.11,0,,,in_pipeline,no
Agabus affinis,207431,Dytiscidae,Adephaga,unknown,,sample_collected,sample_collected,,,1020.11,0,,,in_pipeline,no
Agabus nebulosus,207454,Dytiscidae,Adephaga,unknown,,sample_collected,sample_collected,,,1020.11,0,,,in_pipeline,no
Ilybius fuliginosus,156956,Dytiscidae,Adephaga,unknown,,sample_collected,sample_collected,,,1020.11,0,,,in_pipeline,no
Ilybius montanus,207474,Dytiscidae,Adephaga,unknown,,sample_collected,sample_collected,,,1020.11,0,,,in_pipeline,no
Carabus arvensis,49192,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,203.42,0,,,in_pipeline,no
Amara similata,272013,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,846.57,0,,,in_pipeline,no
Pterostichus melanarius,60768,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,689.6,0,,,in_pipeline,no
Bembidion minimum,547355,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,493.76,0,,,in_pipeline,no
Bembidion iricolor,877880,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,493.76,0,,,in_pipeline,no
Bembidion lunulatum,700149,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,493.76,0,,,in_pipeline,no
Trechus obtusus,346865,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,468.7,0,,,in_pipeline,no
Trechus quadristriatus,372538,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,468.7,0,,,in_pipeline,no
Limodromus assimilis,795062,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,642.53,0,,,in_pipeline,no
Agonum ericeti,1553039,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,671.43,0,,,in_pipeline,no
Demetrias imperialis,877941,Carabidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.53,0,,,in_pipeline,no
Gyrinus suffriani,1587317,Gyrinidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.34,0,,,in_pipeline,no
Gyrinus paykulli,1553336,Gyrinidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.34,0,,,in_pipeline,no
Gyrinus caspius,icGyrCasp,Gyrinidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.34,0,,,in_pipeline,no
Gyrinus distinctus,icGyrDist,Gyrinidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.34,0,,,in_pipeline,no
Haliplus confinis,878024,Haliplidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.34,0,,,in_pipeline,no
Haliplus flavicollis,446441,Haliplidae,Adephaga,unknown,,sample_collected,sample_collected,,,885.34,0,,,in_pipeline,no
Helophorus minutus,878032,Helophoridae,Polyphaga,unknown,,sample_collected,sample_collected,,,64.77,0,,,in_pipeline,no
Cercyon analis,346754,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,261.74,0,,,in_pipeline,no
Cercyon haemorrhoidalis,877898,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,261.74,0,,,in_pipeline,no
Cercyon marinus,877901,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,261.74,0,,,in_pipeline,no
Cercyon tristis,877907,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,261.74,0,,,in_pipeline,no
Cercyon ustulatus,346758,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,261.74,0,,,in_pipeline,no
Enochrus coarctatus,878000,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,150.38,0,,,in_pipeline,no
Enochrus halophilus,1442307,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,150.38,0,,,in_pipeline,no
Enochrus affinis,1442313,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,150.38,0,,,in_pipeline,no
Enochrus bicolor,1097435,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,150.38,0,,,in_pipeline,no
Enochrus fuscipennis,878001,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,150.38,0,,,in_pipeline,no
Anacaena bipustulata,346696,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,86.5,0,,,in_pipeline,no
Anacaena lutescens,446417,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,86.5,0,,,in_pipeline,no
Laccobius sinuatus,347369,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1060.83,0,,,in_pipeline,no
Laccobius ytenensis,1208883,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1060.83,0,,,in_pipeline,no
Hydrophilus piceus,415100,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,86.5,0,,,in_pipeline,no
Helochares lividus,110020,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,25.69,0,,,in_pipeline,no
Helochares obscurus,395083,Hydrophilidae,Polyphaga,unknown,,sample_collected,sample_collected,,,25.69,0,,,in_pipeline,no
Leiodes politus,877989,Leiodidae,Polyphaga,unknown,,sample_collected,sample_collected,,,340.01,0,,,in_pipeline,no
Lucanus cervus,41109,Lucanidae,Polyphaga,unknown,,sample_collected,sample_collected,,,474.98,0,,,in_pipeline,no
Typhaeus typhoeus,166376,Geotrupidae,Polyphaga,unknown,,sample_collected,sample_collected,,,430.05,0,,,in_pipeline,no
Trypocopris vernalis,1588525,Geotrupidae,Polyphaga,unknown,,sample_collected,sample_collected,,,430.05,0,,,in_pipeline,no
Trichius fasciatus,1207093,Scarabaeidae,Polyphaga,unknown,,sample_collected,sample_collected,,,494.66,0,,,in_pipeline,no
Trichius gallicus,icTriGall,Scarabaeidae,Polyphaga,unknown,,sample_collected,sample_collected,,,494.66,0,,,in_pipeline,no
Aphodius lapponum,465093,Scarabaeidae,Polyphaga,unknown,,sample_collected,sample_collected,,,512.81,0,,,in_pipeline,no
Planolinoides borealis,1944086,Scarabaeidae,Polyphaga,unknown,,sample_collected,sample_collected,,,512.81,0,,,in_pipeline,no
Chrysolina varians,75533,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1128.9,0,,,in_pipeline,no
Timarcha goettingensis,79522,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,744.18,0,,,in_pipeline,no
Crepidodera plutus,icCrePlut,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,508.96,0,,,in_pipeline,no
Podagrica fuscipes,1390112,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1948.97,0,,,in_pipeline,no
Phyllotreta astrachanica,1588375,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,133.69,0,,,in_pipeline,no
Longitarsus ballotae,878063,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1081.6,0,,,in_pipeline,no
Longitarsus succineus,878070,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1081.6,0,,,in_pipeline,no
Longitarsus melanocephalus,1425582,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1081.6,0,,,in_pipeline,no
Sermylassa halensis,227849,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,692.27,0,,,in_pipeline,no
Donacia clavipes,462182,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1760.45,0,,,in_pipeline,no
Donacia vulgaris,225707,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1760.45,0,,,in_pipeline,no
Cryptocephalus bipunctatus,204944,Chrysomelidae,Polyphaga,unknown,,sample_collected,sample_collected,,,370.99,0,,,in_pipeline,no
Rhopalapion longirostre,202169,Apionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1132.03,0,,,in_pipeline,no
Sitona suturalis,202197,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,835.4,0,,,in_pipeline,no
Barynotus squamosus,icBarSqua,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,2263.65,0,,,in_pipeline,no
Otiorhynchus salicicola,703599,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,397.5,0,,,in_pipeline,no
Otiorhynchus raucus,202100,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,397.5,0,,,in_pipeline,no
Otiorhynchus pseudonothus,3478183,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,397.5,0,,,in_pipeline,no
Phyllobius maculicornis,1553663,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,977.77,0,,,in_pipeline,no
Rhinusa antirrhini,526595,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,624.02,0,,,in_pipeline,no
Scolytus rugulosus,1219883,Curculionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,225.25,0,,,in_pipeline,no
Chilocorus bipustulatus,703257,Coccinellidae,Polyphaga,unknown,,sample_collected,sample_collected,,,546.75,0,,,in_pipeline,no
Rhyzobius lophanthae,703271,Coccinellidae,Polyphaga,unknown,,sample_collected,sample_collected,,,753.45,0,,,in_pipeline,no
Cryptolestes ferrugineus,58000,Laemophloeidae,Polyphaga,unknown,,sample_collected,sample_collected,,,298.95,0,,,in_pipeline,no
Pimelia elevata,57467,Tenebrionidae,Polyphaga,unknown,,sample_collected,sample_collected,,,286.01,0,,,in_pipeline,no
Prionus coriarius,1553682,Cerambycidae,Polyphaga,unknown,,sample_collected,sample_collected,,,1008.06,0,,,in_pipeline,no
Obrium brunneum,1586613,Cerambycidae,Polyphaga,unknown,,sample_collected,sample_collected,,,738.97,0,,,in_pipeline,no
Leiopus nebulosus,295678,Cerambycidae,Polyphaga,unknown,,sample_collected,sample_collected,,,257.54,0,,,in_pipeline,no
Saperda populnea,763904,Cerambycidae,Polyphaga,unknown,,sample_collected,sample_collected,,,689.39,0,,,in_pipeline,no
Cicindela hybrida,247075,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,750.56,0,,,in_pipeline,no
Calosoma inquisitor,49409,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,217.86,0,,,in_pipeline,no
Cychrus caraboides,230269,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,210.64,0,,,in_pipeline,no
Harpalus attenuatus,247285,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,1066.24,0,,,in_pipeline,no
Anisodactylus binotatus,247341,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,911.9,0,,,in_pipeline,no
Stomis pumicatus,347466,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,643.3,0,,,in_pipeline,no
Bembidion lampros,795070,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,493.76,0,,,in_pipeline,no
Agonum muelleri,536884,Carabidae,Adephaga,unknown,,sample_acquired,sample_acquired,,,671.43,0,,,in_pipeline,no
Cercyon melanocephalus,877902,Hydrophilidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,261.74,0,,,in_pipeline,no
Cercyon impressus,1587150,Hydrophilidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,261.74,0,,,in_pipeline,no
Enochrus quadripunctatus,395082,Hydrophilidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,150.38,0,,,in_pipeline,no
Helochares punctatus,878030,Hydrophilidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,25.69,0,,,in_pipeline,no
Geotrupes mutator,166344,Geotrupidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,580.57,0,,,in_pipeline,no
Geotrupes stercorarius,166345,Geotrupidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,580.57,0,,,in_pipeline,no
Aphodius pedellus,207193,Scarabaeidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,1343.38,0,,,in_pipeline,no
Aphodius pusillus,207199,Scarabaeidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,512.81,0,,,in_pipeline,no
Acrossus luridus,207177,Scarabaeidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,512.81,0,,,in_pipeline,no
Phratora vulgatissima,878366,Chrysomelidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,565.07,0,,,in_pipeline,no
Chaetocnema concinna,346760,Chrysomelidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,384.62,0,,,in_pipeline,no
Psylliodes marcidus,428709,Chrysomelidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,1181.81,0,,,in_pipeline,no
Cassida viridis,877894,Chrysomelidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,939.16,0,,,in_pipeline,no
Cryptocephalus hypochaeridis,204947,Chrysomelidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,370.99,0,,,in_pipeline,no
Sciaphilus asperatus,202184,Curculionidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,743.71,0,,,in_pipeline,no
Pissodes castaneus,298158,Curculionidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,2025.02,0,,,in_pipeline,no
Coccidula scutellata,877916,Coccinellidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,1068.72,0,,,in_pipeline,no
Pimelia cribra,2382335,Tenebrionidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,286.01,0,,,in_pipeline,no
Pimelia interjecta,57326,Tenebrionidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,286.01,0,,,in_pipeline,no
Pimelia modesta,2382351,Tenebrionidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,286.01,0,,,in_pipeline,no
Mallodon dasystomus,1483170,Cerambycidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,1008.06,0,,,in_pipeline,no
Tetrops praeustus,879044,Cerambycidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,755.59,0,,,in_pipeline,no
Pogonocherus hispidus,347441,Cerambycidae,Polyphaga,unknown,,sample_acquired,sample_acquired,,,704.44,0,,,in_pipeline,no
Carabus intricatus,49289,Carabidae,Adephaga,unknown,,in_progress,in_progress,,,203.42,0,,,in_pipeline,no
Amara aulica,536885,Carabidae,Adephaga,unknown,,in_progress,in_progress,,,846.57,0,,,in_pipeline,no
Diabrotica cristata,133122,Chrysomelidae,Polyphaga,unknown,,in_progress,in_progress,,,1742.96,0,,,in_pipeline,no
Acalymma vittatum,133117,Chrysomelidae,Polyphaga,unknown,,in_progress,in_progress,,,1742.96,0,,,in_pipeline,no
Xanthogaleruca luteola,200915,Chrysomelidae,Polyphaga,unknown,,in_progress,in_progress,,,469.99,0,,,in_pipeline,no
Trogoderma inclusum,1544428,Dermestidae,Polyphaga,unknown,,in_progress,in_progress,,,417.16,0,,,in_pipeline,no
Trogoderma variabile,888089,Dermestidae,Polyphaga,unknown,,in_progress,in_progress,,,417.16,0,,,in_pipeline,no
