accession,organism,family,suborder,length_bp,submission_date,in_tob_winners
OP903055.1,Popillia japonica,Scarabaeidae,Polyphaga,16946,2024/05/08,yes
OP903056.1,Popillia japonica,Scarabaeidae,Polyphaga,16944,2024/05/08,yes
OP903057.1,Popillia japonica,Scarabaeidae,Polyphaga,16944,2024/05/08,yes
OP903058.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903059.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903060.1,Popillia japonica,Scarabaeidae,Polyphaga,16944,2024/05/08,yes
OP903061.1,Popillia japonica,Scarabaeidae,Polyphaga,16942,2024/05/08,yes
OP903062.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903063.1,Popillia japonica,Scarabaeidae,Polyphaga,16944,2024/05/08,yes
OP903064.1,Popillia japonica,Scarabaeidae,Polyphaga,16944,2024/05/08,yes
OP903065.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903066.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903067.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903068.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903069.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903070.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903071.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903072.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903073.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903074.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903075.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903076.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903077.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903078.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903079.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903080.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903081.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903082.1,Popillia japonica,Scarabaeidae,Polyphaga,16945,2024/05/08,yes
OP903083.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903084.1,Popillia japonica,Scarabaeidae,Polyphaga,16947,2024/05/08,yes
OP903085.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903086.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903087.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903088.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903089.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903090.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903091.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903092.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903093.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903094.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903095.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903096.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903097.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903098.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903099.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903100.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903101.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903102.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903103.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903104.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903105.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP903106.1,Popillia japonica,Scarabaeidae,Polyphaga,16948,2024/05/08,yes
OP951914.1,Popillia japonica,Scarabaeidae,Polyphaga,16946,2024/05/08,yes
OP974626.1,Popillia japonica,Scarabaeidae,Polyphaga,18406,2024/06/03,yes
MF997049.1,Popillia mutans,Scarabaeidae,Polyphaga,16192,2020/12/13,no
NC_056126.1,Popillia mutans,Scarabaeidae,Polyphaga,16192,2021/06/19,no
KC775706.1,Protaetia brevitarsis,Scarabaeidae,Polyphaga,20319,2014/01/31,yes
MN418316.1,Protaetia brevitarsis,Scarabaeidae,Polyphaga,17783,2020/05/17,yes
NC_023453.1,Protaetia brevitarsis,Scarabaeidae,Polyphaga,20319,2014/02/13,yes
OK484307.1,Protaetia speciosa jousselini,Scarabaeidae,Polyphaga,16955,2021/12/08,no
FJ859903.1,Rhopaea magnicornis,Scarabaeidae,Polyphaga,17522,2009/09/11,no
NC_013252.1,Rhopaea magnicornis,Scarabaeidae,Polyphaga,17522,2009/09/18,no
NC_082142.1,Sophrops peronosporus,Scarabaeidae,Polyphaga,19948,2023/09/16,no
OR208199.1,Sophrops peronosporus,Scarabaeidae,Polyphaga,19948,2023/08/02,no
MW829598.1,Sophrops subrugatus,Scarabaeidae,Polyphaga,16409,2022/07/13,no
NC_065314.1,Sophrops subrugatus,Scarabaeidae,Polyphaga,16409,2022/08/03,no
PV174430.1,Thaumastopeus shangaicus,Scarabaeidae,Polyphaga,14709,2025/03/11,no
PQ740961.1,Toxospathius auriventris,Scarabaeidae,Polyphaga,16837,2025/01/08,no
MW368410.1,Trichius succinctus,Scarabaeidae,Polyphaga,18358,2022/05/16,no
NC_063849.1,Trichius succinctus,Scarabaeidae,Polyphaga,18358,2022/06/03,no
MW829599.1,Trichogomphus mongol,Scarabaeidae,Polyphaga,16737,2022/07/13,no
NC_062856.1,Trichogomphus mongol,Scarabaeidae,Polyphaga,17377,2022/04/27,no
OM161966.1,Trichogomphus mongol,Scarabaeidae,Polyphaga,17377,2022/04/05,no
AP025553.1,Trypoxylus dichotomus,Scarabaeidae,Polyphaga,20217,2025/01/08,yes
PQ067331.1,Trypoxylus dichotomus,Scarabaeidae,Polyphaga,19189,2024/07/29,yes
OK484314.1,Xylotrupes beckeri,Scarabaeidae,Polyphaga,18434,2021/12/08,no
OK484313.1,Xylotrupes beckeri intermedius,Scarabaeidae,Polyphaga,18567,2021/12/08,no
OK484315.1,Xylotrupes socrates tonkinensis,Scarabaeidae,Polyphaga,18660,2021/12/08,no
OK484316.1,Xylotrupes sumatrensis,Scarabaeidae,Polyphaga,19687,2021/12/08,no
EU877949.1,Contacyphon sp. BT0012,Scirtidae,Polyphaga,15919,2008/10/01,no
NC_011320.1,Contacyphon sp. BT0012,Scirtidae,Polyphaga,15919,2008/10/03,no
KT876886.1,Contacyphon variabilis,Scirtidae,Polyphaga,15901,2016/06/20,no
MT874489.1,Elodes marginata,Scirtidae,Polyphaga,14845,2022/04/30,no
NC_063612.1,Elodes marginata,Scirtidae,Polyphaga,14845,2022/06/03,no
KX087288.1,Elodes minuta,Scirtidae,Polyphaga,17043,2017/10/13,no
MT410790.1,Elodes minuta,Scirtidae,Polyphaga,16532,2020/08/03,no
NC_050313.1,Elodes minuta,Scirtidae,Polyphaga,16532,2020/09/15,no
MN900864.1,Diamesus osculans,Silphidae,Polyphaga,19400,2020/02/18,no
NC_045874.1,Diamesus osculans,Silphidae,Polyphaga,19400,2020/02/24,no
MW415274.1,Necrodes littoralis,Silphidae,Polyphaga,17830,2021/02/09,no
NC_056196.1,Necrodes littoralis,Silphidae,Polyphaga,17830,2021/06/19,no
NC_071380.1,Necrodes nigricornis,Silphidae,Polyphaga,18503,2023/02/24,no
OP712657.1,Necrodes nigricornis,Silphidae,Polyphaga,18503,2023/01/24,no
GU176343.1,Necrophila americana,Silphidae,Polyphaga,16902,2010/07/12,no
NC_018352.1,Necrophila americana,Silphidae,Polyphaga,16902,2012/08/10,no
PP114377.1,Nicrophorus maculifrons,Silphidae,Polyphaga,16692,2024/01/30,no
MW365941.1,Nicrophorus nepalensis,Silphidae,Polyphaga,17299,2021/03/30,no
NC_059900.1,Nicrophorus nepalensis,Silphidae,Polyphaga,17299,2022/01/04,no
PX306789.1,Nicrophorus quadraticollis,Silphidae,Polyphaga,17747,2025/10/01,no
NC_061362.1,Oiceoptoma thoracicum,Silphidae,Polyphaga,18540,2022/03/11,no
OL397054.1,Oiceoptoma thoracicum,Silphidae,Polyphaga,18540,2022/03/09,no
NC_066962.1,Ptomascopus plagiatus,Silphidae,Polyphaga,17556,2022/10/09,no
OP250947.1,Ptomascopus plagiatus,Silphidae,Polyphaga,17556,2022/09/25,no
MK614528.1,Macrohyliota sp. 1 MJ-2020,Silvanidae,Polyphaga,15869,2020/08/23,no
MK614529.1,Macrohyliota sp. 2 MJ-2020,Silvanidae,Polyphaga,17257,2020/08/23,no
OM215199.1,Oryzaephilus surinamensis,Silvanidae,Polyphaga,15711,2022/02/22,yes
PV818250.1,Oryzaephilus surinamensis,Silvanidae,Polyphaga,15709,2025/07/14,yes
KX035145.1,Silvanus bidentatus,Silvanidae,Polyphaga,17220,2017/10/31,no
NC_036273.1,Silvanus bidentatus,Silvanidae,Polyphaga,17220,2017/11/16,no
KX035149.1,Uleiota sp. BMNH 833935,Silvanidae,Polyphaga,14967,2017/10/31,no
EU877950.1,Sphaerius sp. BT0074,Sphaeriusidae,Myxophaga,15121,2008/10/01,no
NC_011322.1,Sphaerius sp. BT0074,Sphaeriusidae,Myxophaga,15121,2008/10/03,no
NC_061260.1,Aleochara curtula,Staphylinidae,Polyphaga,16600,2022/03/11,yes
OL675411.1,Aleochara curtula,Staphylinidae,Polyphaga,16600,2022/02/13,yes
MW284907.1,Aleochara postica,Staphylinidae,Polyphaga,15473,2021/03/30,no
NC_059899.1,Aleochara postica,Staphylinidae,Polyphaga,15473,2022/01/04,no
KT780685.1,Aleocharinae sp. 5 EF-2015,Staphylinidae,Polyphaga,17468,2015/11/24,no
KT780687.1,Aleocharinae sp. 6 EF-2015,Staphylinidae,Polyphaga,16833,2015/11/24,no
NC_084183.1,Anotylus gibbulus,Staphylinidae,Polyphaga,16855,2023/12/07,no
OK501151.1,Anotylus gibbulus,Staphylinidae,Polyphaga,16855,2023/11/07,no
OK533302.1,Anotylus hirtulus,Staphylinidae,Polyphaga,16286,2023/11/01,no
OK533311.1,Anotylus sp. 'Oxytelopsis' 1 HFZ-2023b,Staphylinidae,Polyphaga,17274,2023/11/01,no
KX087238.1,Anthobium melanocephalum,Staphylinidae,Polyphaga,17886,2017/10/13,no
NC_079946.1,Apatetica glabra,Staphylinidae,Polyphaga,18508,2023/06/15,no
OQ736597.1,Apatetica glabra,Staphylinidae,Polyphaga,18508,2023/05/09,no
KT780628.1,Atheta sp. 2 EF-2015,Staphylinidae,Polyphaga,17043,2015/11/24,no
KT780630.1,Atrecus affinis,Staphylinidae,Polyphaga,16844,2015/11/24,no
KT876882.1,Atrecus affinis,Staphylinidae,Polyphaga,16842,2016/06/20,no
NC_028597.1,Atrecus affinis,Staphylinidae,Polyphaga,16844,2015/12/03,no
OK533303.1,Bledius obscurus,Staphylinidae,Polyphaga,15337,2023/11/01,no
KT780636.1,Callicerus obscurus,Staphylinidae,Polyphaga,16954,2015/11/24,no
NC_028598.1,Callicerus obscurus,Staphylinidae,Polyphaga,16954,2015/12/03,no
KX087254.1,Carpelimus fuliginosus,Staphylinidae,Polyphaga,16081,2017/10/13,no
OK533304.1,Carpelimus sp. 1 HFZ-2023b,Staphylinidae,Polyphaga,16589,2023/11/01,no
PP025445.1,Coproporus sp.,Staphylinidae,Polyphaga,16744,2024/01/16,no
MZ895079.1,Creophilus maxillosus,Staphylinidae,Polyphaga,17513,2022/09/17,no
NC_061687.1,Creophilus maxillosus,Staphylinidae,Polyphaga,17395,2022/03/31,no
OM201747.1,Creophilus maxillosus,Staphylinidae,Polyphaga,17395,2022/02/23,no
KT780642.1,Dacrila fallax,Staphylinidae,Polyphaga,16802,2015/11/24,no
NC_028599.1,Dacrila fallax,Staphylinidae,Polyphaga,16802,2015/12/03,no
MZ726998.1,Deleaster bactrianus,Staphylinidae,Polyphaga,16510,2021/09/19,no
MZ895080.1,Dinothenarus chrysocomus,Staphylinidae,Polyphaga,18233,2022/09/17,no
NC_066705.1,Dinothenarus chrysocomus,Staphylinidae,Polyphaga,18233,2022/10/03,no
KT780647.1,Euryusa optabilis,Staphylinidae,Polyphaga,17577,2015/11/24,no
NC_028600.1,Euryusa optabilis,Staphylinidae,Polyphaga,17577,2015/12/03,no
KT780649.1,Gabronthus thermarum,Staphylinidae,Polyphaga,16434,2015/11/24,no
NC_028601.1,Gabronthus thermarum,Staphylinidae,Polyphaga,16434,2015/12/03,no
NC_082532.1,Hesperus amabilis,Staphylinidae,Polyphaga,17853,2023/09/20,no
OQ706770.1,Hesperus amabilis,Staphylinidae,Polyphaga,17853,2023/05/03,no
KT780655.1,Liogluta microptera,Staphylinidae,Polyphaga,17281,2015/11/24,no
NC_028602.1,Liogluta microptera,Staphylinidae,Polyphaga,17281,2015/12/03,no
NC_068606.1,Lordithon arcuatus,Staphylinidae,Polyphaga,18290,2022/12/05,no
OK501152.1,Lordithon arcuatus,Staphylinidae,Polyphaga,18290,2022/11/08,no
MW256421.1,Megalinus hunanensis,Staphylinidae,Polyphaga,17314,2021/03/28,no
NC_059866.1,Megalinus hunanensis,Staphylinidae,Polyphaga,17314,2022/01/04,no
MZ576843.1,Metopiellus crypticus,Staphylinidae,Polyphaga,14790,2023/07/12,no
MZ576844.1,Metopiellus crypticus,Staphylinidae,Polyphaga,14487,2023/07/12,no
MZ576845.1,Metopiellus crypticus,Staphylinidae,Polyphaga,14780,2023/07/12,no
KT780660.1,Myrmecocephalus concinnus,Staphylinidae,Polyphaga,17278,2015/11/24,no
NC_028604.1,Myrmecocephalus concinnus,Staphylinidae,Polyphaga,17278,2015/12/03,no
OK533305.1,Ochthephilus sericinus,Staphylinidae,Polyphaga,15425,2023/11/01,no
OK533306.1,Ochthephilus vulgaris,Staphylinidae,Polyphaga,15219,2023/11/01,no
MZ895082.1,Ocypus graeseri,Staphylinidae,Polyphaga,17639,2022/09/17,no
NC_066707.1,Ocypus graeseri,Staphylinidae,Polyphaga,17639,2022/10/03,no
KT876908.1,Ocypus olens,Staphylinidae,Polyphaga,19948,2016/06/20,yes
KT780666.1,Olophrum piceum,Staphylinidae,Polyphaga,15676,2015/11/24,no
NC_028605.1,Olophrum piceum,Staphylinidae,Polyphaga,15676,2015/12/03,no
MZ895083.1,Ontholestes orientalis,Staphylinidae,Polyphaga,15769,2022/09/17,no
NC_066708.1,Ontholestes orientalis,Staphylinidae,Polyphaga,15769,2022/10/03,no
KT780667.1,Oxypoda acuminata,Staphylinidae,Polyphaga,17075,2015/11/24,no
NC_028606.1,Oxypoda acuminata,Staphylinidae,Polyphaga,17075,2015/12/03,no
OK533308.1,Oxytelus finitimus,Staphylinidae,Polyphaga,16325,2023/11/01,no
OK533309.1,Oxytelus piceus,Staphylinidae,Polyphaga,17485,2023/11/01,no
OK533310.1,Oxytelus tibetanus,Staphylinidae,Polyphaga,16746,2023/11/01,no
OK533307.1,Oxytelus varipennis,Staphylinidae,Polyphaga,17019,2023/11/01,no
NC_061571.1,Philonthus spinipes,Staphylinidae,Polyphaga,16219,2022/03/31,yes
OL998729.1,Philonthus spinipes,Staphylinidae,Polyphaga,16219,2022/03/01,yes
MZ895081.1,Platydracus impotens,Staphylinidae,Polyphaga,18161,2022/09/17,no
NC_066706.1,Platydracus impotens,Staphylinidae,Polyphaga,18161,2022/10/03,no
OK533313.1,Platystethus arenarius,Staphylinidae,Polyphaga,15387,2023/11/01,no
OK533312.1,Platystethus dilutipennis,Staphylinidae,Polyphaga,17666,2023/11/01,no
KT780682.1,Pselaphinae sp. 4 EF-2015,Staphylinidae,Polyphaga,15635,2015/11/24,no
KT780684.1,Pselaphinae sp. 5 EF-2015,Staphylinidae,Polyphaga,18558,2015/11/24,no
KT780688.1,Pselaphinae sp. 7 EF-2015,Staphylinidae,Polyphaga,17740,2015/11/24,no
KT780671.1,Rugilus geniculatus,Staphylinidae,Polyphaga,17640,2015/11/24,no
NC_028608.1,Rugilus geniculatus,Staphylinidae,Polyphaga,17640,2015/12/03,no
MW218513.1,Scaphidium formosanum,Staphylinidae,Polyphaga,17455,2021/04/25,no
KT780673.1,Scaphidium quadrimaculatum,Staphylinidae,Polyphaga,18832,2015/11/24,yes
NC_028609.1,Scaphidium quadrimaculatum,Staphylinidae,Polyphaga,18832,2015/12/03,yes
KT780676.1,Sepedophilus bipunctatus,Staphylinidae,Polyphaga,18985,2015/11/24,no
NC_028611.1,Sepedophilus bipunctatus,Staphylinidae,Polyphaga,18985,2015/12/03,no
KT780651.1,Staphylinidae sp. 2 EF-2015,Staphylinidae,Polyphaga,17669,2015/11/24,no
KT696178.1,Staphylinidae sp. BMNH 1274190,Staphylinidae,Polyphaga,17130,2016/02/29,no
KT696179.1,Staphylinidae sp. BMNH 1274192,Staphylinidae,Polyphaga,17669,2016/02/29,no
KT696189.1,Staphylinidae sp. BMNH 1274234,Staphylinidae,Polyphaga,17485,2016/02/29,no
KT696193.1,Staphylinidae sp. BMNH 1274246,Staphylinidae,Polyphaga,16171,2016/02/29,no
KT696232.1,Staphylinidae sp. BMNH 1274640,Staphylinidae,Polyphaga,16517,2016/02/29,no
KT696241.1,Staphylinidae sp. BMNH 1274668,Staphylinidae,Polyphaga,17077,2016/02/29,no
KT696242.1,Staphylinidae sp. BMNH 1274669,Staphylinidae,Polyphaga,16602,2016/02/29,no
KT696244.1,Staphylinidae sp. BMNH 1274679,Staphylinidae,Polyphaga,16159,2016/02/29,no
KT696248.1,Staphylinidae sp. BMNH 1274704,Staphylinidae,Polyphaga,17612,2016/02/29,no
KT696250.1,Staphylinidae sp. BMNH 1274706,Staphylinidae,Polyphaga,17048,2016/02/29,no
KT876913.1,Stenus boops,Staphylinidae,Polyphaga,21100,2016/06/20,no
KT876912.1,Stenus clavicornis,Staphylinidae,Polyphaga,18169,2016/06/20,no
NC_068852.1,Stilicoderus aquilinus,Staphylinidae,Polyphaga,17665,2022/12/05,no
OP598115.2,Stilicoderus aquilinus,Staphylinidae,Polyphaga,17665,2022/11/20,no
PP025444.1,Tachinomorphus sp. 1 FYJ-2024a,Staphylinidae,Polyphaga,18419,2024/01/16,no
KT780698.1,Tetartopeus terminatus,Staphylinidae,Polyphaga,17652,2015/11/24,no
NC_028613.1,Tetartopeus terminatus,Staphylinidae,Polyphaga,17652,2015/12/03,no
KT780699.1,Thinonoma atra,Staphylinidae,Polyphaga,15587,2015/11/24,no
MZ895078.1,Tolmerinus auronotatus,Staphylinidae,Polyphaga,17373,2022/09/17,no
NC_066704.1,Tolmerinus auronotatus,Staphylinidae,Polyphaga,17373,2022/10/03,no
NC_066055.1,Tyraphus nitidus,Staphylinidae,Polyphaga,16742,2022/09/13,no
ON897771.1,Tyraphus nitidus,Staphylinidae,Polyphaga,16742,2022/08/28,no
FJ613422.1,Adelium sp. NCS-2009,Tenebrionidae,Polyphaga,16449,2009/11/16,no
NC_013554.1,Adelium sp. NCS-2009,Tenebrionidae,Polyphaga,16449,2009/12/04,no
MT165524.1,Alphitobius diaperinus,Tenebrionidae,Polyphaga,15511,2020/06/09,no
MT610905.1,Alphitobius diaperinus,Tenebrionidae,Polyphaga,15512,2020/08/31,no
NC_049092.1,Alphitobius diaperinus,Tenebrionidae,Polyphaga,15511,2020/06/28,no
PP231957.1,Alphitobius diaperinus,Tenebrionidae,Polyphaga,15509,2026/01/29,no
NC_067935.1,Anaedus unidentatus,Tenebrionidae,Polyphaga,15387,2022/11/12,no
ON303730.1,Anaedus unidentatus,Tenebrionidae,Polyphaga,15387,2022/10/12,no
NC_073540.1,Anatolica potanini,Tenebrionidae,Polyphaga,15809,2023/04/17,no
OQ511732.1,Anatolica potanini,Tenebrionidae,Polyphaga,15809,2023/04/02,no
KP698408.1,Asbolus verrucosus,Tenebrionidae,Polyphaga,15828,2015/06/07,yes
NC_027256.1,Asbolus verrucosus,Tenebrionidae,Polyphaga,15828,2015/06/18,yes
OR237811.1,Blaps chinensis,Tenebrionidae,Polyphaga,16604,2024/05/13,no
PV694281.1,Blaps garzica,Tenebrionidae,Polyphaga,17590,2025/05/29,no
MK854717.1,Blaps rhynchoptera,Tenebrionidae,Polyphaga,16149,2020/04/21,yes
MN267802.1,Blaps rhynchoptera,Tenebrionidae,Polyphaga,16766,2020/04/21,yes
NC_047449.1,Blaps rhynchoptera,Tenebrionidae,Polyphaga,16149,2020/04/26,yes
MW802586.1,Borboresthes tibialis,Tenebrionidae,Polyphaga,15377,2022/08/10,no
NC_065845.1,Borboresthes tibialis,Tenebrionidae,Polyphaga,15377,2022/08/25,no
NC_067932.1,Cerogria janthinipennis,Tenebrionidae,Polyphaga,15328,2022/11/12,no
ON303727.1,Cerogria janthinipennis,Tenebrionidae,Polyphaga,15328,2022/10/12,no
MT548779.1,Cerogria popularis,Tenebrionidae,Polyphaga,15465,2022/08/27,no
MZ699994.1,Cerogria popularis,Tenebrionidae,Polyphaga,16175,2022/02/15,no
NC_061196.1,Cerogria popularis,Tenebrionidae,Polyphaga,16175,2022/03/11,no
MW802589.1,Chlorophila portschinski,Tenebrionidae,Polyphaga,15833,2022/08/10,no
NC_065848.1,Chlorophila portschinski,Tenebrionidae,Polyphaga,15833,2022/08/25,no
NC_067936.1,Crypsis chinensis,Tenebrionidae,Polyphaga,16724,2022/11/12,no
ON303731.1,Crypsis chinensis,Tenebrionidae,Polyphaga,16724,2022/10/12,no
MW802587.1,Cteniopinus hypocrita,Tenebrionidae,Polyphaga,16046,2022/08/10,no
NC_065846.1,Cteniopinus hypocrita,Tenebrionidae,Polyphaga,16046,2022/08/25,no
MT554375.1,Cteniopinus ruber,Tenebrionidae,Polyphaga,16010,2022/08/27,no
NC_066046.1,Cteniopinus ruber,Tenebrionidae,Polyphaga,16010,2022/09/13,no
MW802590.1,Exostira schroederi,Tenebrionidae,Polyphaga,15985,2022/08/10,no
NC_065849.1,Exostira schroederi,Tenebrionidae,Polyphaga,15985,2022/08/25,no
MW822744.1,Gonocephalum kochi,Tenebrionidae,Polyphaga,15825,2021/06/25,no
KU236386.1,Gonocephalum sp. MT-2015-Zz052324,Tenebrionidae,Polyphaga,15836,2020/12/31,no
NC_053250.1,Gonocephalum sp. MT-2015-Zz052324,Tenebrionidae,Polyphaga,15836,2021/03/09,no
MW802592.1,Heterotarsus carinula,Tenebrionidae,Polyphaga,16861,2022/08/10,no
NC_065851.1,Heterotarsus carinula,Tenebrionidae,Polyphaga,16861,2022/08/25,no
MW802588.1,Lagria rufipennis,Tenebrionidae,Polyphaga,15465,2022/08/10,no
NC_065847.1,Lagria rufipennis,Tenebrionidae,Polyphaga,15465,2022/08/25,no
PX331584.1,Latheticus oryzae,Tenebrionidae,Polyphaga,15798,2025/09/16,yes
NC_067933.1,Luprops yunnanus,Tenebrionidae,Polyphaga,16437,2022/11/12,no
ON303728.1,Luprops yunnanus,Tenebrionidae,Polyphaga,16437,2022/10/12,no
MZ342778.1,Machla sappho,Tenebrionidae,Polyphaga,16034,2021/07/03,no
MZ342779.1,Machla setosa,Tenebrionidae,Polyphaga,16081,2021/07/03,no
NC_073557.1,Melanesthes exilidentata,Tenebrionidae,Polyphaga,15804,2023/04/17,no
OQ534869.1,Melanesthes exilidentata,Tenebrionidae,Polyphaga,15804,2023/04/03,no
MW853764.1,Morphostenophanes sinicus,Tenebrionidae,Polyphaga,15662,2021/06/14,no
MW822745.1,Morphostenophanes yunnanus,Tenebrionidae,Polyphaga,15616,2021/06/25,no
MZ298928.1,Morphostenophanes yunnanus,Tenebrionidae,Polyphaga,15690,2021/07/07,no
NC_069552.1,Morphostenophanes yunnanus,Tenebrionidae,Polyphaga,15690,2023/01/22,no
NC_073558.1,Myladina unguiculina,Tenebrionidae,Polyphaga,15542,2023/04/17,no
OQ536315.1,Myladina unguiculina,Tenebrionidae,Polyphaga,15542,2023/04/03,no
KT876905.1,Nalassus laevioctostriatus,Tenebrionidae,Polyphaga,15529,2016/06/20,yes
MN745102.1,Opatrum sabulosum,Tenebrionidae,Polyphaga,16079,2021/02/10,no
NC_057274.1,Opatrum sabulosum,Tenebrionidae,Polyphaga,16079,2021/08/31,no
MW802593.1,Opatrum subaratum,Tenebrionidae,Polyphaga,15828,2022/08/10,no
NC_065852.1,Opatrum subaratum,Tenebrionidae,Polyphaga,15828,2022/08/25,no
MZ342780.1,Pelecyphorus contortus,Tenebrionidae,Polyphaga,16244,2021/07/03,no
MZ342781.1,Pelecyphorus foveolatus,Tenebrionidae,Polyphaga,16218,2021/07/03,no
MZ342782.1,Philolithus actuosus,Tenebrionidae,Polyphaga,15925,2021/07/03,no
MZ342784.1,Philolithus aegrotus,Tenebrionidae,Polyphaga,16268,2021/07/03,no
MZ342776.1,Philolithus sp. JR53,Tenebrionidae,Polyphaga,15927,2021/07/03,no
MZ342777.1,Philolithus sp. JT2,Tenebrionidae,Polyphaga,15926,2021/07/03,no
MT554374.1,Plesiophthalmus longipes,Tenebrionidae,Polyphaga,15772,2024/05/01,no
MW201671.1,Promethis valgipes,Tenebrionidae,Polyphaga,15801,2020/12/09,yes
NC_054362.1,Promethis valgipes,Tenebrionidae,Polyphaga,15801,2021/04/15,yes
NC_067934.1,Spinolyprops cribricollis,Tenebrionidae,Polyphaga,15454,2022/11/12,no
ON303729.1,Spinolyprops cribricollis,Tenebrionidae,Polyphaga,15454,2022/10/12,no
MZ342785.1,Stenomorpha consobrina,Tenebrionidae,Polyphaga,16243,2021/07/03,no
MZ342786.1,Stenomorpha obovata,Tenebrionidae,Polyphaga,16223,2021/07/03,no
MW802584.1,Strongylium kulzeri,Tenebrionidae,Polyphaga,15808,2022/08/10,no
NC_065843.1,Strongylium kulzeri,Tenebrionidae,Polyphaga,15808,2022/08/25,no
MW802591.1,Strongylium nakanei,Tenebrionidae,Polyphaga,15801,2022/08/10,no
